ID,artist,song,album,released,genre,home_country,singer_age_at_release,entity,topic,Google_Entities_Tentative,overall_sentiment
53,Jimi Hendrix,Them Changes,Band of Gypsys,1970,Classic rock,United States,27,"['Buddy Miles', 'Ooo', 'Jimi']","['Buddy Miles', 'Recorded music', 'Albums', 'Entertainment', 'Music', 'American musicians', 'Culture', 'Music media', 'English-language music', 'Music industry']","reason,buddy miles,something,mind,mind,mind,baby,some,Yeah,everybody,mind,baby,fun,crime,hands,hands,Ooo hooo Well,some,love,Whaa,Everything goin",0.2
54,Jimi Hendrix,Voodoo Child,Electric Ladyland,1968,Rock,United States,25,"['Defender (association football)', 'Hey', 'Hahaha']","['Entertainment', 'Music', 'Creative works', 'Recorded music', 'Songs', 'Performing arts', 'Rock music', 'Pop music', 'English-language music', 'American music articles needing attention']","Lord,Lord,voodoo child baby,mountain,edge,hand,Yeah Well,Yeah,thing,mountain,edge,hand,one,pieces,island,Cause,no,answer Question,world,one",-0.6
55,John Legend,Heaven,Once Again,2006,R&B/soul,United States,28,"['Refrain', 'Heaven']","['Entertainment', 'Heaven', 'Refrain', 'Literature', 'Performing arts', 'Culture', 'Fiction', 'Music', 'Drama', 'Creative works']","Things,Things,end,words,Heaven,chance,mind,thing,things,hand,secrets,end,beat,repeat,words,touch,dance,sound,control,Let,So,repeat,hands,Baby,ground,romance,moment,way,beat,Heaven,love",0
56,John Legend,Penthouse Floor,Darkness and Light,2016,R&B/soul,United States,38,"['Song structure', 'Sky', 'Elevator', 'John Legend', 'Conversation', 'Chance the Rapper', 'Refrain', 'Altitude']","['Songs', 'Song structure', 'Music', 'Musical compositions', 'Recorded music', 'Vocal music', 'John Legend', 'Pop songs', 'Popular music', 'Sky']","elevator,trouble,TV crews,shit,penthouse floor,news,city lights,folks,baby,truth,lies,sky,order,Streets,show,penthouse floor,penthouse floor,Penthouse floor,elevator,future,penthouse,penthouse floor,penthouse floor,Penthouse floor,times,notice,man,penthouse,penthouse floor,penthouse floor,altitude,holding,joke,city lights,more,rooms,Oh,home,babe,knock,patience,view,line,song,phone,hair,apples,eggs,Conversations,dress,crab legs,penthouse floor,penthouse floor,penthouse floor,party,penthouse babe,mix,bliss,ignorance,Jump,elevator,Baby,penthouse doors,penthouse doors,penthouse doors,Baby,jokes,news,folks,group,suit,smile,boy,trunk,top,clouds,room,Til,Forcin",-0.4
57,John Legend,Refuge,Get Lifted,2004,Neo-soul,United States,26,"['Heaven', 'Israel', 'Baghdad', '2017-11-26T00:00:00.000-05:00', 'Cuz']","['Literature', 'Heaven', 'Religion', 'Culture', 'Fiction', 'Israel', 'Entertainment', 'Novels', 'Religious belief and doctrine', 'Television episodes']","Alright,Cuz,storm,heaven,angel,life,clouds,sun,doubt,Friends,need,war,Storms,winds,rise,friends,love,peace,Oooh,life,peace,need,need,struggle,place,Baby,grace,mind,storm,battles,love,Israel There,faith,eyes,peace,storm,Baghdad,Ooh,peace,middle,Alright,Alright,storm,love,peace",0.2
58,John Legend,Shine,Wake up!,2010,Hip-hop/rap,United States,32,,"['Entertainment', 'Fiction', 'Speculative fiction', 'Literature', 'Creative works', 'Elements of fiction', 'Television series', 'Drama', 'Culture', 'Television episodes']","cast,case,face,light,stars,prisoners,history,minds,sparks,life,miracles,flame,line,name,clouds,distance,space,people,hero,light",0.2
59,John Legend,Show Me,Once Again,2006,R&B/soul,United States,28,"['Heaven', 'God', 'NME', 'Show', 'Wonder', 'Life']","['Heaven', 'Television episodes', 'American television episodes', 'God', 'Television series', 'Entertainment', 'Literature', 'Culture', 'NME', 'Religion']","things,heaven,sleep,something,talk,sign,watchin,Show,Life,reality,mystery,meaning,all,light,thanks,suffering,mercy,peace,love,price,way,world,people,life,Oh God,nme",0.1
60,John Legend,So Gone,Love in the Future,2013,R&B/soul,United States,35,"['I Have a Dream', 'Soul', 'Martin Luther King Jr.', 'Song', 'Hell', 'Lane', '2017-12-01T00:00:00.000-05:00', 'Tryna']","['Recorded music', 'Music media', 'Music', 'Albums', 'Songs', 'Music industry', 'Popular music', 'American musicians', 'Sound recording', 'Pop music']","do,do,thing,Baby,thing,mama,home,cold,fame,mind,dr,dream,class,soul,All,All,song,King,teacher,All,All,mind,wife,temptress,Everybody,front,crowd,spell,well,tricks,niggas,somebody,somebody,many,people,whatever,lane,lane,Tryna",0
61,John Legend,I Know Better,Darkness and Light,2016,R&B/soul,United States,38,"['Song structure', 'Bridge (music)', 'Nothing', 'Refrain', 'Truth', '1', '2', 'Legend']","['Song structure', 'Songs', 'Music', 'Musical compositions', 'Vocal music', 'Musical form', 'Recorded music', 'Popular music', 'Entertainment', 'Performing arts']","folks,no one,Legend,baby,door,things,Things,truth,lie,kings,door,love,lack,nothing,light,fame,door,floor,music,power,place,color,face,history",-0.3
62,John Legend,Money Blown,Get Lifted,2004,Neo-soul,United States,26,"['American Dream', 'Refrain', 'Whatcha']","['Recorded music', 'Albums', 'Entertainment', 'American Dream', 'Music media', 'Rock music', 'Popular music', 'Music industry', 'Music', 'Television episodes']","friends,Bridges,money,brother,visions,luxury,Whatcha,Nowhere,nowhere,no one,world,Nowhere,money,pursuit,peace,reality,dough,search,life,soul,Nowhere,nowhere,joy,beast,American Dream,Hey Whatcha,Whatcha,Nowhere,nowhere,Nowhere,nowhere",-0.8
63,John Legend,"Pride, In The Name Of Love",Evolver,2008,Neo-soul,United States,30,"['Beach', 'Barbed wire', 'Memphis, Tennessee', 'Fence', '2018-04-04T00:00:00.000-04:00']","['Fences', 'Walls', 'Beaches', 'Coastal geography', 'Coasts', 'Tourism geography', 'Erosion', 'Wire', 'Erosion landforms', 'Hardware (mechanical)']","name,name,man,man,man,man,love,love,name,love,more,Shot rings,love,more,love,love,love,love,love,man,more,man,more,love,love,love,more,beach,fence,kiss,love,love,love,love,sky,more,more,love,Memphis,more,pride,life",0.7
64,John Legend,Satisfaction,Evolver,2008,Neo-soul,United States,30,"['Hocus pocus (magic)', 'Refrain', 'I wonder', '2018-10-01T00:00:00.000-04:00']","['Television episodes', 'American television episodes', 'Fiction', 'Novels', 'Literature', 'Refrain', 'Entertainment', 'Television franchises', 'Creative works', 'Hocus pocus (magic)']","hocus pocus,spell,wonder wonder,satisfaction,eyes,wonder wonder,way,focus,kiss,Repeat,satisfaction,much,magic pass,love,love,love,cold shoulder",-0.3
65,Lady Gaga,Just Dance,The Fame,2008,"Dance pop, Pop",United States,22,"['Just Dance (song)', 'Wine', 'Muscle', 'Red wine', 'Pocko', 'Dough']","['Just Dance (song)', 'Lady Gaga', 'Songs written', 'Lady Gaga songs', 'Dance-pop', 'Dance-pop songs', 'American synthpop songs', 'Electropop songs', 'Dance music songs', 'Pop songs']","hit,dance,Got,Da-da-doo-doo,bit,Red wine,dance,All,drink,keys,hit,tryin,Konvict,Gaga,floor,record baby,people,man,phone,just dance spin,dance,dance,dance,Just dance,Shawty,dance,dance,record babe,dance,Da da doo doo,dance,name,club,Chorus,record babe,floor,playboy mouth,record baby,da-da-doo-doo,club,name,Chorus,dance,dance,dance,dance,reason,thorns,dance floor checkin,catalog,flaw,women,eyes,car,blueprint,blueprint,hips,round,meantime stand,poison babe Roses,Half,record babe,record babe,Just dance,dance,dance,dance,muscle,hustle,dough,pocko,energy,Gonna,shirt,way,record babe,blueprint,Lysol,Go,Half",0
66,Lady Gaga,Rock Show,The Fame,2008,"Dance pop, Pop",United States,22,"['Honey', 'Blacklight', 'Rock', 'Town']","['Fiction', 'Literature', 'Entertainment', 'Novels', 'Television episodes', 'American television episodes', 'Honey', 'Creative works', 'Blacklight', 'Fiction books']","Town,sound,Anybody,hand,anybody,sound,black light,Baby,trick,forest land,back room,Honey,eyes,sound,anybody,honey,love,rock show,smile,sound,visions,light,place,house,window,freakshow,anybody,eyes,love,Baby,girl,Uh,rock show,rock show Rock show,rock show,rock show",0.4
67,Lady Gaga,Bad Romance,The Fame Monster,2009,"Electropo, Dance pop",United States,23,['Bad Romance'],"['Bad Romance', 'Number-one singles', 'MTV Video of the Year Award', 'Song recordings', 'Multilingual songs', 'Songs', 'Music videos directed', 'American songs', 'Grammy Awards for music videos', 'Electropop']","love,romance,Rah rah ah-ah-ah!,bitch baby,revenge,Ro,ro-mah-mah Gaga ooh,love,love,Walk,romance,la-la,la-la,lovers revenge,love,love,love,romance,romance,romance,romance,love,love,romance,romance,romance,romance,design,ro-mah-mah Gaga,la-la,romance,romance,romance,lovers revenge,Baby,drama,sand,disease,everything,kiss,hand,touch,friends,friends,friends,friends,romance,romance,passion baby,mine,horror,vertigo shtick,window,psycho,friends,la-la,romance,ton amour,je,la-la,la-la,fashion baby,fashion baby,fashion baby",0
68,Lady Gaga,Money Honey,The Fame,2008,"Dance pop, Pop",United States,22,"['Beach', 'Honey']","['Music', 'Entertainment', 'American musicians', 'Songs', 'Pop songs', 'Pop music', 'Song recordings', 'Recorded music', 'Musical compositions', 'Music media']","lover,money,pieces,MONEY,Damn,honey,mistress,Jag,That,money,money,Baby,k-kisses,money,knees,money,mansion,jet,trips,islands,gifts,honey,honey,honey,k-kisses,honey,honey,honey,mistress,money,honey,knees,baby,pieces,boat,girls,west coast,beach,champagne,things,tender,babe,candle,money,baby,baby,money,money,money,money,money,K-k",0.9
69,Linkin Park,Don't Stay,Meteora,2003,Alternative metal,United States,27,['1'],"['Indian television series', 'Literature', 'Novels', 'Fiction', 'Hindi-language television programs', 'Entertainment', 'Culture', 'Drama', 'Zee TV television series', 'Zee Entertainment Enterprises']","possibilities,faithlessness,disbelief,possibilities,memories,possibilities,memories,faithlessness,possibilities,memories,memories,disbelief,memories,possibilities,apologies,memories,control",-0.6
70,Linkin Park,In The End,Hybrid Theory,2000,Alternative metal,United States,24,"['Clock', 'Pendulum', 'Time']","['Clock', 'Pendulum', 'Television episodes', 'American television episodes', 'Television series', 'Fiction', 'Horology', 'Literature', 'Entertainment', 'Machines']","Time,thing,part,mind,rhyme,pendulum swings,end,end,thing,clock,window,Things,memory,rhyme,way,mind,everything,life,spite,way,property,times,end,trust,trust,end,end,end,end,memory,everything",-0.8
71,Linkin Park,What I've Done,Minutes to Midnight,2007,Hard rock,United States,31,"['Slate', 'Alibi']","['Religion', 'Religious behaviour and experience', 'Religious belief and doctrine', 'Culture', 'Christianity', 'Abrahamic religions', 'Theology', 'Monotheistic religions', 'Religious rituals', 'Religious ethics']","na na na,mercy,Cause,blood,alibi,farewell,truth,regret,mercy,pain,slate,hands,uncertainty,Na na na,Na na na na,Na na na",-0.9
72,Linkin Park,Lies Greed Misery,Living Things,2012,Hard rock,United States,36,"['Seven deadly sins', 'Pride', 'I wanna', 'Sayin']","['Seven deadly sins', 'Culture', 'Fiction', 'Television episodes', 'American television episodes', 'Christian hamartiology', 'Sin', 'Literature', 'Catholic doctrines', 'Entertainment']","greed,I'ma,lies,misery,misery,Choke,Sayin,pride,explanations,patience,greed,way,lies,composure,breaking point sound,ego,way,breaking point,failure,right,threat",-0.9
73,Maroon 5,If You Only Knew,Songs About Jane,2002,Pop rock,United States,23,"['Nothing', 'Bus', 'Sky', 'I wonder']","['Television episodes', 'American television episodes', 'Nothing', 'Entertainment', 'Fiction', 'Television series', 'Bus', 'Literature', 'Sky', 'Recorded music']","Thoughts,mind,car,head,bus,train,cab,lane,sky,planes,hands,nothing",-0.6
74,Maroon 5,One More Night,Overexposed,2012,Pop,United States,33,"['Hell', 'Tattoo', 'Door', 'Running back']","['Television episodes', 'American television episodes', 'Hell', 'Tattoo', 'Television series', 'Entertainment', 'Fiction', 'Creative works', 'Literature', 'Speculative fiction']","heart,head,body,war,things,door,each other,score,lipstick,body,body,head,baby,tattoo,head,head,body,baby,body,tattoo,breath,baby,tattoo,baby,baby,baby,Baby",-0.4
75,Maroon 5,Fortune Teller,Overexposed,2012,Pop,United States,33,"['Fortune-telling', 'Dream', 'Mind', 'Nothing', 'American Dream', 'Crystal ball', 'United States']","['Fortune-telling', 'Dream', 'Television episodes', 'Mind', 'American television episodes', 'Nothing', 'American Dream', 'Television series', 'Crystal ball', 'Entertainment']","news,things,nothing,fortune teller,future,crystal ball,mess,fortune teller,things,song,Summer,fortune teller,fortune teller,matter,leaves,seasons,kind,future,TV,mind,dream,baby,American,fortune teller,fortune teller,seasons,matter,leaves,future,fortune teller,fortune teller,fortune teller,questions,answers,future,rivers,feeling,fortune teller,future",-0.6
76,Maroon 5,Moves Like Jagger,Hands All Over,2010,Pop,United States,31,"['Moves like Jagger', 'Take It From Here', 'Nothing']","['Moves like Jagger', 'Television episodes', 'American television episodes', 'Take It From Here', 'Television series', 'Entertainment', 'Recorded music', 'Songs about The Rolling Stones', 'Nothing', 'Cultural depictions of The Rolling Stones']","kid,ego,Jagger Baby,moves,gear,eyes,moves,heart,show,stars,Oh,moves,moves,tongue,moves,moves,tongue,shit,Nothing,car,secret,tongue,baby,Nobody,toe,control,moves,Jagger You,secret,Nobody",-0.6
77,Maroon 5,Sad,Overexposed,2012,Pop,United States,33,['Controlled-access highway'],"['Fiction', 'Entertainment', 'Literature', 'Recorded music', 'Creative works', 'Albums', 'Controlled-access highway', 'Music media', 'Culture', 'Television series']","one,thinking,Ooh,words,freeway,everything,bout,things,words,cause,curb,Man,death,thread,one,one,cause,cause,Ooh,dirt,death,curb,thread,things,road,words,words,things,cause,one,cause,curb,death,dirt,thread,cause,cause,curb,dirt,Ooh",-0.8
78,Maroon 5,This Love,Songs About Jane,2002,Pop rock,United States,23,"['Appetite', 'Refrain']","['Entertainment', 'Fiction', 'Literature', 'Television series', 'Culture', 'Drama', 'Novels', 'Recorded music', 'Novel series', 'Appetite']","chaos,love,eyes,fire,love,heart,mind,plane,toll,heart,cause,choice,front,appetite,best,pressure,everything,things,wings,hips,Cause,fingertips,same",-0.4
79,Metallica,Frantic,St. Anger,2003,Metal,United States,40,"['Karma', 'Tide', 'Stream', 'Frantic']","['Entertainment', 'Television episodes', 'American television episodes', 'Fiction', 'Karma', 'Novels', 'Tide', 'Creative works', 'Speculative fiction', 'Literature']","lifestyle,track,Keep searching,Life,karmas,stream,Death,Birth,search,stream,strength,tick tick tick tick tick,tick,tick tick tick tick tick tick tock,search,search,deathstyle,tick tick tick tick tick,strength,tick tick tick tick tick tick tock,track,fear,search,lifestyle,worry,hurry,water,deathstyle,talk,tide,side,deathstyle,fear",-0.3
80,Michael Jackson,Beat It,Thriller,1982,Pop,United States,24,['Truth or dare?'],"['Television episodes', 'American television episodes', 'Fiction', 'Television series', 'Entertainment', 'Novels', 'Literature', 'Creative works', 'Speculative fiction', 'Elements of fiction']","fight,fire,blood,face,eyes,words,No one,man,man,leave,boy,life,truth,No one,No one,No one,No one,No one,No one,Showin",-0.5
81,Michael Jackson,Billie Jean,Thriller,1982,Pop,United States,24,"['Billie Jean', 'Truth', 'Perfume', 'Beauty pageant', '40']","['Billie Jean', 'Fiction', 'Literature', 'Entertainment', 'Truth', 'Perfume', 'Creative works', 'Beauty pageant', 'Culture', 'Novels']","Billie Jean,lover,son,head,hearts,kid,one,floor,round,round,floor,kid,eyes,name,movie scene,beauty queen,girls,perfume,round,floor,son,People,scene,mother,floor,round,schemes,law,advice,Cause,truth,plans,side,lie,demand,baby,baby,photo,kid,son,girls,kid,kid,kid,round,floor,Cause,baby,People,lover,lover,room,smell,son,kid,kid,eyes,heart babe",-0.4
82,Michael Jackson,Happy,Music & Me,1973,Classic soul,United States,15,"['Gambling', 'Fallin', 'Little']","['Entertainment', 'American television episodes', 'Television episodes', 'Fiction', 'Television series', 'Albums', 'Culture', 'Gambling', 'Creative works', 'Recorded music']","Happy,chance,Fallin,fall,love,love,Fallin,gambler,life,love,love,love,love,game,odds,life,times,freedom,hand,side,stars,affair,beginnings,Laughter,love,love,Little,love,love",0.3
83,Michael Jackson,Dear Michael,"Forever, Michael",1975,Classic soul,United States,17,"['American Broadcasting Company', 'Mail carrier', 'Michael', 'Girl', 'mister']","['Recorded music', 'Albums', 'Music media', 'Pop music', 'Sound recording', 'Music industry', 'Popular music', 'Entertainment', 'Music', 'Television episodes']","Michael Michael,letter,Dear Michael You,Dear Michael,record,times,more,eyes,tears,letter,letter,fan,envelope,'s,feelings,heart,picture,love,letter,mister postman,ABC,letter,Girl,mister postman",0
84,Michael Jackson,Man In The Mirror,Bad,1988,"R&B, Gospel",United States,30,"['Man in the Mirror', 'Nickel']","['Man in the Mirror', 'Recorded music', 'Albums', 'Music media', 'Rock music', 'Popular music', 'Sound recording', 'Entertainment', 'Music', 'Music industry']","victim,man,mind,place,wind,man,man,change,world,mind,ways,kids,streets,winter coat,life,difference,Gonna,look,collar,needs,man soul,bottle top,summer disregard,each other,ways,willow,message,place,mirror,look,change,message,message,Change,message,wind,change,mirror,mirror,look,look,change,Change,mirror,love,nowhere,kind,world,world,change,Change,world,wind,mirror,change,change,change,change,home,nickel,loan,heart,somebody,dream,pattern,mirror,mirror,change,change,message,Cause,change,change,mirror,mirror,look,Hoo,Brother Hoo,world",0.1
85,Michael Jackson,Off The Wall,Off The Wall,1979,Pop,United States,21,"['Soul', 'Sin', 'Refrain', 'Life', 'Livin', 'Better']","['Recorded music', 'Popular music', 'Music', 'Albums', 'Music media', 'Pop music', 'American musicians', 'Songs', 'Music industry', 'Contemporary music']","Livin,part,world,people,feelin,room,shoulder,act,madness,life,chance,folks,Gotta,people,Chorus,Cause,one,shelf,town,wall,wall,life,wall,Life,wall,sin,music,party,Life,inhibitions,exhibition,soul,way,Cause,Chorus,rules,rules,way",0
86,Michael Jackson,State Of Shock,Victory,1984,Pop,United States,26,['Baby talk'],"['Recorded music', 'Music media', 'Albums', 'Music industry', 'Pop music', 'Popular music', 'Sound recording', 'Music', 'Contemporary music', 'Songs']","Cos,face,state,state,knees,baby,style,state,state,shock,Ow Wow Ow,Gotta,Wow Uh,baby,baby,state,state,state,state,state,state,shock,shock,shock,shock,knees,baby,baby,face,baby talk,nah Nah,way,Everybody,Wow Nah,Ow,Na,Talk,state,state,state,shock,shock,shock,shock,state,state,state,da,shock,shock,shock,Yeah,Da, da, da, da, da, da Da, da, da, da, da, da, wow Da, da, da, da, da, da Da, da, da, da, da",0
87,Nickelback,If Everyone Cared,All the Right Reasons,2005,"Hard rock, Rock",United States,31,"['Firefly', 'Sky']","['Entertainment', 'Television episodes', 'American television episodes', 'Television series', 'Fiction', 'Firefly', 'Creative works', 'Sky', 'Literature', 'Performing arts']","fireflies,pride,stars,everyone,sky,satellites,trees,Singing Amen,nobody,nobody,nobody,everyone,everyone,everyone,Amen I,pride,nobody,nobody,everyone,nobody,nobody,nobody,nobody,everyone,everyone,pride,everyone,everyone,Amen I,air,paradise,light,Singing Amen,everyone,Amen I,everyone,world,nobody,nobody,nobody,nobody,everyone,nobody,nobody,everyone,nobody,nobody,nobody,world,everyone,everyone,stars",-0.4
88,Nickelback,Just For,Curb,1996,Hard rock,United States,22,,"['Human communication', 'Elements of fiction', 'Drama', 'Cognitive science']","eyes,heart,hands,life,mind,heart,heart,mind,mind",-0.2
89,Nickelback,Rockstar,All the Right Reasons,2005,"Hard rock, Rock",United States,31,"['Elvis Presley', 'Cher', 'James Dean', 'Playboy', 'Betting in poker', 'Bus', 'Playboy Mansion', 'Lip sync', 'Baseball', 'Autograph', 'Blond', 'Playboy Bunny', 'Credit card']","['Music', 'American musicians', 'Playboy', 'Elvis Presley', 'Cher', 'Pop music', 'Performing arts', 'Entertainment', 'Recorded music', 'Pop songs']","star,rock stars,way,Hey,house,VIP,bars,cars,life,hair,clubs,king size tub,Cribs,episode,bathroom,ninth,bottom,line,limit,hair,Playboy bunny,rooms,dictionary,tassels,baseball,centerfold,songs,gold digger,credit card,money,rock star,drugs,movie stars,life,drugs,fame,fortune,girls,girls,guitars,jet,bedroom,fashion,club,bleach blond hair,cause,Cause,hilltop houses,drugs,cause,door,Playboy bunny,hilltop houses,songs,name,girls,life,rock star,rock star,Gonna,name,fortune,fame,mansion,meals,ass,quesadilla,tour bus,cause,body guards,hilltop houses,movie stars,Hollywood Boulevard Somewhere,Cher,James Dean,singers,Playboy,rock star,rock star,censors,pills,dispenser,Lip sync,assholes,Elvis,movie stars,anything,Everybody,smile,drug dealer,speed dial,anything,Pez,drug dealer,smile,Everybody,speed dial",0.1
90,Nickelback,Side Of A Bullet,All the Right Reasons,2005,"Hard rock, Rock",United States,31,"['God', 'Uncle Sam', 'Trigger (firearms)', 'Bullet', '2017-11-25T00:00:00.000-05:00', '6']","['Shacharit for Shabbat and Yom Tov', 'Shabbat prayers', 'Torah reading', 'Months of the Hebrew calendar', 'Shabbat', 'Torah books', 'Weekly Torah readings', 'Jewish services', 'Jewish prayer and ritual texts', 'Jewish life cycle']","God,bullet,life,life,little,side,Uncle Sam,name,rage,stage,trigger,brother,world,world,right,bullet,bullet,somebody,world,somebody,hate,home,right,many,bullet,wake,mistake,lives,somebody,right,hate,bullet,bullet,bullet,bullet,home,somebody,hate,home,excuse",-0.4
91,Nickelback,Photograph,All the Right Reasons,2005,"Hard rock, Rock",United States,31,"['Photograph', 'Hell', 'Refrain', 'God', 'Steering wheel', 'I wonder', 'Joey', 'Kim']","['Albums', 'Recorded music', 'Music media', 'Sound recording', 'Rock albums', 'Music industry', 'Rock music', 'Music', 'Popular music', 'English-language music']","Chorus,Chorus,eyes,photograph,dollar,Kim,cops,hell,head,owner,Joey,record,floor,things,Lot,school,Most,photo,somebody,door,memory,bye,back door,bedroom floor,memory,bye,photo album,lookin,friend,sneakin,faces,town,kids,God,Oh,photograph,Chorus,thing,arcade,Oh,couple,steering wheel,song,radio",-0.1
92,Nickelback,Pusher,Curb,1996,Hard rock,United States,22,,"['Television episodes', 'American television episodes', 'Television series', 'Entertainment', 'Fiction', 'Culture', 'Literature', 'Criminal law', 'United States', 'Politics']","something,some,baby,way,way,cradle,something,ripple,Search,way,way,justice,water,stone,way,way,means,end",-0.5
93,Nickelback,Sister Sin,No Fixed Address,2014,Hard rock,United States,40,"['Song structure', 'Refrain', 'Bridge (music)', 'Demon', 'Fall of man', 'Violin', 'Whisky', 'Hey', '1', '2']","['Song structure', 'Refrain', 'Musical form', 'Songs', 'Music', 'Musical compositions', 'Vocal music', 'Popular music', 'Performing arts', 'Recorded music']","lady,head,whiskey,all,grin,preacher,thread,voice,demons,case,bottle,few,fiddle,Hanging,sister sin,paper,wagon,wheel,case,thread,voice,kind,mud,face,bottle,case,kingdom,bottle,mud,Lying,grace,judge",-0.2
94,Outkast,Decatur Psalm,ATLiens,1996,Hip-hop/rap,United States,21,"['Miser', 'Funeral', 'Big Boi', 'Know Nothing', 'Procuring (prostitution)', 'Fleetwood', 'White House', 'Baby Daddy', 'Lexus', 'Shade tree', 'Hemp', 'Slate', ""April Fools' Day"", 'Hoe (tool)', '2018-04-03T00:00:00.000-04:00', 'Red Dog', 'Bill Clampett', 'Benzo']","['Entertainment', 'Miser', 'Fiction', 'Funeral', 'Literature', 'Culture', 'Popular music', 'Hip hop', 'Recorded music', 'Drama']","everything,bout,bout,Cool Breeze,crib,face,cause,girl,bout,Breeze,shit,crib,man,Bill Clampett,money,Dimensions,nigga,folks,throat,player card,Big Time,folks,Lexus,thing,Benzo,Big Slate,bout,somebody,bitch,Man,keys,job,sister,Niggas,warehouse,mouth,shit,pimp shit,hemp shit,girl,Decatur,ass,men,loss,crib,bout yo,dime,man,coward,partner,walk,dimwit,Slick,spirits,beat,bodies,warrant,police,Big Boi,baby daddy,quote,home,ignition,Penny pinchers,Buying,mix,White House,Red Dog,Ca,everybody,peers,fuck,fields,shade tree ass ways,fade,hair drag,Great Hoe Round Up Yo,police,Diamond,Coco Grier Ai,East Pointe,Fleetwood,bitch,see-saw,dad,lines,plot,nothing bout,Big Gipp,baby,accidents,corner,highways,ones,sky,dipping,Jumping Lily,Goodie,Sixteen",-0.1
95,Outkast,Hey Ya,Speakerboxxx/The Love Below,2003,"Pop, Hip-hop/rap",United States,28,"['Hey Ya!', 'Nothing']","['Hey Ya!', 'Recorded music', 'Music media', 'Albums', 'Entertainment', 'Music', 'Television episodes', 'Music industry', 'American television episodes', 'Songs']","baby,feeling,Nothing,thought,sho,tha door,neighbor,denial,Mom and Dad,God,Yea,Ice cold,Ice cold,exception,daddy,caddy,momma,fellas,feelings,picture,picture,suga,picture,Beyonce,tha floor,tha floor,baby dolls,Polaroid,Lucy Lu,Yea,nothin,thang,thang,sugar,ladies,badest behavior",0.1
96,Outkast,Knowing,Speakerboxxx/The Love Below,2003,"Pop, Hip-hop/rap",United States,28,"['In Living Color', 'Nothing', 'Door', 'Refrigerator', 'Massage', 'Substance dependence', 'Buckie', 'Sliding glass door', 'Bratwurst', 'Honda', 'Corvette', 'Big Boi', 'Locket', 'Wanda', 'Pick', 'rob', '100']","['In Living Color', 'Nothing']","way,Wanda,hurdle,some,Something,situation,introduction,In Living Colors Wanda,ass,everybody,everything,victim,Pocketbook,resort,cash,risk,path,dollar heels,obstacle,things,ass,sarge,bratwurst,pockets,somebody,wife,things,Trick,Fast,life,designer bag,refrigerator,stomach,knot,need,chances,dignity,sacrifice,nothing,knob,yard,massage,job,action,silver locket,reaction,deal,sex,Corvette,man,night stand,knock,Honda,shit,glass door,lick,pockets,wife,tricks,yo,license,Pick",-0.4
97,Outkast,Mutron Angel,Whild Peach,2006,Hip-hop/rap,United States,31,"['Prophecy', 'Tropical cyclone', 'Refrain', 'Tsunami', 'Soldier', 'Powerful', 'Gabriel']","['Tropical cyclones', 'Tropical cyclone seasons', 'Atlantic hurricanes', 'Atlantic hurricane seasons', 'Natural disasters', 'Windstorms', 'Tropical meteorology', 'Vortices', 'Seasons', 'Storm']","friend,idea,Soldiers,eye,rain,horn,tsunamis,storm,Gabriel,friend,Chorus,mind,ride,nick,hurricane,friends,ass soldiers,Soldiers,peace,mind,people,war,voice,boy,girl,wars,mysteries,way,paradise,know,means,mine,Chorus,mine,Bridge,child,way,Bridge,prophecy",0.7
98,Outkast,Pink And Blue,Speakerboxxx/The Love Below,2003,"Pop, Hip-hop/rap",United States,28,"['Baby talk', 'Claire Huxtible', 'Miss']","['Television episodes', 'American television episodes', 'Entertainment', 'Television series', 'Baby talk', 'Fiction', 'Recorded music', 'Creative works', 'Music', 'Albums']","head,baby blue,dont,babies,baby crawl baby,Miss lady,veiw,repeat,house,Miss lady,baby crawl baby,way,life,type,hairs,hea,couple,sposed,juice,baby,baby,babies,veiw,baby blue,lady,Claire Huxtible,baby talk,dont",-0.4
99,Outkast,True Dat,Southernplayalisticadillacmuzik,1994,Hip-hop/rap,United States,19,"['Truth', 'Fuck', 'Outkast', 'Big Rube', 'Punk rock', 'Clothing', 'Cadillac', 'Disease', 'Nigga']","['Metaphysics', 'Philosophical theories', 'Cognitive science', 'Philosophy', 'Truth', 'Theoretical philosophy', 'Epistemology', 'Culture', 'Propositional attitudes', 'Psychological attitude']","outkast,someone,system,homeless,society,life,Outkast,outkast,american,Adjective,Operatin,nigga,Tamperin,muzik,truths,principles,cracker,outkast,part,cracker,world,cadillac do,hoes,clothes,beliefs,hair,occupation,anything,skin color,niggaz,food,engineering control,existance,punk,death,fakers,Poisonin,ciggarettes Disease,world,fact,matter,Peace",-0.4
100,Santana,Shades Of Time,Santana,1969,Rock,United States,22,,"['Television episodes', 'American television episodes', 'Albums', 'Television series', 'Recorded music', 'Entertainment', 'Music media', 'Sound recording', 'Creative works', 'Music industry']","things,things,Somebody,All,things,fun,head,sand,Things,way",-0.5
101,Santana,Let Me,Shango,1982,Classic rock,United States,35,,"['Albums', 'Recorded music', 'Popular music', 'American television episodes']","people,summer sound,land,hand",0.2
